PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
104,6/16/23,34:06.2,2,3,"Bard, Parker",1000098168,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,4,Top,0,0,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.22957,2.139564,-1.244758,2115.682321,63.527231,08:00,4.56408,3.16282,4.55503,-59.94161,-5.34248,-14.87505,1.60679,0.7383,66.81273,-8.658193,-3.84965,0.531819,,,,,,,,,,,,6.75398,-2.67717,-3.01876,50,4.73056,2.95698,-107.28929,1.83324,7.68695,22.64062,-35.22104,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,85be0910-0c8d-11ee-86e8-e178d624069f,70.87451,,,7.41684,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,34:06.2,2023-06-16T17:34:06.1725670-04:00,2023-06-16T21:34:06.1725670Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,2e65bdd3-fa3a-492b-adfa-129e59f128d5,55.9404,-108.53562,11.32031,4.57628,3.7721,-17.61052,-3.16989,2.53383,3.84347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
105,6/16/23,34:25.6,2,4,"Bard, Parker",1000098168,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,4,Top,0,1,2,Slider,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,73.13094,3.08263,-2.483347,2149.104963,64.529511,08:15,4.56663,3.28233,4.54072,-62.93452,-6.28118,-17.76556,2.26246,-0.56385,65.56757,-8.25298,-5.584073,0.541731,90.61536,46.10389,20.460099,4926.348683,102.47258,104.76099,39.99207,298.40448,298.40448,21.262471,5.86823,7.81245,-3.66886,-3.00547,50,4.82865,5.29246,-105.53455,3.47058,8.56037,22.71573,-36.19414,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,914abb20-0c8d-11ee-86e8-e178d624069f,69.57771,127.07122,,7.56336,,,,3.43986,2.68891,0.43366,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,34:25.6,2023-06-16T17:34:25.5697382-04:00,2023-06-16T21:34:25.5697382Z,FlyBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,28e4ae55-68d8-44a5-ad96-3266eeb01377,55.9569,-106.80905,11.35787,4.57696,5.5013,-18.09707,-3.28894,4.81218,4.28018,,3.43789,86.34627,-22.73135,6.90284,-1.49987,0.21398,-0.01495,5.00E-05,3.00E-05,2.67746,95.97943,-22.27553,2.30653,-0.69623,0.21679,-0.04019,0.00375,-0.00015,0.43482,32.18389,-6.08349,1.21444,-0.08562,-0.03561,0.01206,-0.00147,7.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
106,6/16/23,35:04.6,3,1,"Bard, Parker",1000098168,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,4,Top,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.33325,1.891747,-1.822104,2034.895627,60.751883,08:00,4.70345,3.06512,4.57178,-61.73574,-5.39985,-13.66855,1.36036,0.19177,65.65298,-9.241145,-4.216108,0.540212,,,,,,,,,,,,5.93981,-2.62795,-2.86282,50,4.84242,3.9358,-105.88657,1.29651,6.53411,23.31135,-35.06493,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,a8836710-0c8d-11ee-86e8-e178d624069f,69.77345,,,7.68027,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,35:04.6,2023-06-16T17:35:04.5738470-04:00,2023-06-16T21:35:04.5738470Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,32687b6a-5c6e-461d-8cbc-c0f886112568,55.92253,-107.18251,11.65568,4.71616,3.24586,-17.53246,-3.07153,3.57255,3.26705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
107,6/16/23,35:22.8,3,2,"Bard, Parker",1000098168,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,4,Top,1,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.10488,2.239272,-3.776049,2051.057803,71.799612,08:30,4.68186,3.14015,4.68054,-61.08169,-4.27953,-19.87411,1.72385,-2.10695,65.42985,-8.781759,-7.244691,0.542443,,,,,,,,,,,,8.2676,-2.29197,-2.73668,50,4.85562,7.75883,-105.36926,2.00873,8.97873,23.57372,-34.66317,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,b3688e80-0c8d-11ee-86e8-e178d624069f,69.4865,,,7.67503,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,35:22.8,2023-06-16T17:35:22.8474342-04:00,2023-06-16T21:35:22.8474342Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,90330dc3-53e5-40f1-89f6-747d96b1d692,55.81461,-106.6622,11.78686,4.69331,3.90989,-17.33159,-3.14872,7.26637,4.48936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
108,6/16/23,35:43.6,3,3,"Bard, Parker",1000098168,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,4,Top,1,2,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,73.51336,1.784841,-3.29667,2105.346516,59.914899,08:00,4.59998,3.11857,4.70505,-60.19121,-4.47756,-11.45804,1.28152,-0.96882,66.0546,-9.07539,-5.3029,0.53722,,,,,,,,,,,,4.40827,-2.20662,-2.77359,50,4.72754,6.57641,-106.10174,1.20714,4.88494,22.87457,-34.61925,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,bfcc3fa0-0c8d-11ee-86e8-e178d624069f,70.16201,,,7.45875,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,35:43.6,2023-06-16T17:35:43.6326886-04:00,2023-06-16T21:35:43.6326886Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,c51550cc-2351-46dd-b56d-d418554323e3,55.79007,-107.34276,11.43728,4.6111,3.08536,-17.30963,-3.1232,6.31138,2.44247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
109,6/16/23,36:03.8,3,4,"Bard, Parker",1000098168,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,4,Top,1,2,1,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,73.68512,2.445544,-2.23198,1991.153619,69.858788,08:15,4.53672,3.12015,4.73474,-60.82173,-5.38185,-20.56159,1.79138,-0.71175,66.0548,-8.550491,-5.83655,0.535898,,,,,,,,,,,,9.21308,-2.88567,-2.87597,50,4.72993,4.98626,-106.4068,2.41596,10.24358,23.39845,-35.38249,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,cbd4d870-0c8d-11ee-86e8-e178d624069f,70.33504,,,7.63031,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,36:03.8,2023-06-16T17:36:03.7608934-04:00,2023-06-16T21:36:03.7608934Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,0412addc-0592-4f4b-94d6-15b06c6c8097,55.76117,-107.66621,11.69922,4.54864,4.3204,-17.69125,-3.12951,4.43491,5.12179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
110,6/16/23,36:24.9,3,5,"Bard, Parker",1000098168,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,4,Top,1,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.26841,1.109343,-6.278367,1987.188362,66.433858,08:15,4.66697,2.88087,5.07874,-60.96692,-6.17197,-19.17399,0.63855,-4.65905,66.60926,-9.880156,-9.624895,0.532772,,,,,,,,,,,,6.97496,-2.78252,-2.2684,50,4.7257,12.5049,-106.73012,0.01709,7.73624,24.93958,-35.26025,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d869d2c0-0c8d-11ee-86e8-e178d624069f,70.74775,,,7.65915,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,36:24.9,2023-06-16T17:36:24.9332710-04:00,2023-06-16T21:36:24.9332710Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,9b659c3d-a733-42f5-b5c8-cbb6ec881068,55.41537,-107.98812,12.46979,4.67998,1.79568,-17.63013,-2.88932,12.11467,3.86812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
111,6/16/23,36:52.9,3,6,"Bard, Parker",1000098168,Right,YAR_RED,"Arendt, Bryan",1000134744,Right,HAR_MAR,Undefined,4,Top,1,3,2,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,88.00187,1.127086,-4.795356,2370.954402,226.870008,01:30,4.84862,2.92514,5.47265,-22.35533,15.08509,14.63182,4.04421,-0.35341,78.85358,-3.085774,-2.204093,0.440394,,,,,,,,,,,,-8.82107,7.60233,-2.51292,50,4.93319,9.99046,-127.07661,1.78041,-14.2086,29.67323,-19.92858,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e90205d0-0c8d-11ee-86e8-e178d624069f,85.58795,,,9.14828,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,36:52.9,2023-06-16T17:36:52.8857062-04:00,2023-06-16T21:36:52.8857062Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,433aef9d-8039-4651-bd12-4e080a1d1f52,55.02014,-128.24349,14.83661,4.84777,2.56408,-9.96429,-2.91677,10.5492,-7.1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
112,6/16/23,40:34.5,4,1,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,4,Top,1,0,0,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,86.19311,-2.106219,-1.303016,2106.079735,192.641205,12:30,5.6763,1.2592,5.52209,-33.62348,4.91803,0.80449,0.90382,0.10783,78.49124,-8.275535,-1.159382,0.446823,86.42425,-39.047114,111.783954,,,,,3.23671,3.31748,22.48889,0.016008,-0.815,3.4926,-1.14642,50,5.47053,2.80842,-124.94998,-5.78669,-1.27401,27.81707,-26.71451,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,6d293310-0c8e-11ee-86e8-e178d624069f,84.35649,1.27981,,7.70187,,,,3.5761,1.27981,-0.22705,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,40:34.5,2023-06-16T17:40:34.5410022-04:00,2023-06-16T21:40:34.5410022Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,f77349d6-1590-48ff-b903-326d659b0948,54.97512,-126.05271,13.90853,5.67893,-4.72767,-13.35726,-1.25876,2.85892,-0.637,,3.57621,-36.57716,,,,,,,,1.28006,-79.9483,,,,,,,,-0.22734,91.52376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
113,6/16/23,41:01.1,4,2,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,4,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.4822,-2.124648,-3.423705,1721.40985,259.818915,02:45,5.61845,1.2314,5.41663,-36.11533,4.87323,19.74729,0.6141,-0.33397,76.63605,-8.714601,0.090453,0.46079,,,,,,,,,,,,-10.99508,3.41193,-0.94153,50,5.40405,6.43024,-120.97081,-5.76071,-16.26474,23.97916,-27.12689,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,7cfa4590-0c8e-11ee-86e8-e178d624069f,81.79965,,,6.84615,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,41:01.1,2023-06-16T17:41:01.0778086-04:00,2023-06-16T21:41:01.0778086Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,bb3d9fa8-fdaf-4ab6-bdba-ef2af0af918d,55.08298,-121.97421,11.98958,5.62135,-4.62559,-13.56345,-1.22484,7.11083,-8.13237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
114,6/16/23,41:21.6,4,3,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,4,Top,1,1,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.52036,-1.770117,-3.209155,2120.986335,222.567129,01:30,6.06921,0.40171,5.22055,-16.96044,16.93702,14.4515,2.98848,-1.41431,83.60448,-4.970895,-0.652227,0.419039,,,,,,,,,,,,-8.17276,9.33288,-0.11667,50,5.89353,6.81012,-133.87995,-4.72035,-14.68996,31.51273,-15.39888,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,8933d970-0c8e-11ee-86e8-e178d624069f,89.94963,,,8.91588,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,41:21.6,2023-06-16T17:41:21.5908838-04:00,2023-06-16T21:41:21.5908838Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,ad64c074-726d-43c7-b9c8-ec364f41b05f,55.27471,-135.11581,15.75637,6.06681,-4.11644,-7.69944,-0.39505,7.38623,-7.34498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
115,6/16/23,41:49.4,4,4,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,4,Top,1,2,0,Cutter,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.34968,-0.896585,-0.511406,2348.61196,237.458202,02:00,5.67132,1.1986,5.07544,-31.15982,5.17949,6.19048,2.22935,1.23235,81.26116,-6.591158,0.584287,0.43387,,,,,,,,,,,,-3.21154,3.22236,-1.15518,50,5.56208,0.86294,-129.52571,-3.25591,-5.416,28.90142,-26.7398,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,99c88a10-0c8e-11ee-86e8-e178d624069f,86.87497,,,8.08851,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,41:49.4,2023-06-16T17:41:49.4301670-04:00,2023-06-16T21:41:49.4301670Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,4fa7cf6e-5c50-499e-9913-0de48ae85393,55.4195,-130.72938,14.45071,5.67449,-2.14226,-13.3699,-1.19582,1.0885,-2.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
116,6/16/23,42:09.1,4,5,"Simmons, Dylan",687535,Right,YAR_RED,"Scannell, Matt",1000234976,Left,HAR_MAR,Undefined,4,Top,1,3,0,Fastball,Sinker,InPlay,Undefined,FlyBall,HomeRun,0,3,,93.23719,-2.027057,-1.680606,2166.87933,229.441613,01:45,6.10983,0.24059,5.24759,-18.77033,14.22831,15.37339,2.6392,-0.05801,85.11426,-5.521453,1.046171,0.413447,99.56041,31.929449,-0.679521,3829.240084,109.84618,64.48346,-5.81453,406.00315,404.01637,-11.014575,5.524162,-8.21827,8.0163,-0.09844,50,5.91016,3.24657,-135.21865,-5.47169,-15.19046,29.94139,-17.35686,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,a57a2940-0c8e-11ee-86e8-e178d624069f,91.1664,99.31961,,8.12293,,,,2.12867,2.81168,0.29135,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,42:09.1,2023-06-16T17:42:09.0608102-04:00,2023-06-16T21:42:09.0608102Z,FlyBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,10b31818-0820-4380-8478-5b1622fea218,55.2506,-136.37633,14.9707,6.10875,-4.80058,-8.67843,-0.23533,3.83391,-7.59523,,2.13243,123.8532,-22.4499,5.06455,-0.94831,0.14774,-0.01973,0.00197,-0.0001,2.81196,77.21324,-17.48132,0.95492,0.02425,-0.07684,0.02382,-0.00316,0.00016,0.29226,-1.48591,-5.4309,1.22433,-0.22907,0.03566,-0.00476,0.00048,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
117,6/16/23,43:01.0,5,1,"Simmons, Dylan",687535,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,4,Top,1,0,0,Fastball,Cutter,FoulBall,Undefined,Undefined,Undefined,0,0,,89.8419,-1.372911,-1.17426,2138.044542,200.185524,12:45,5.82736,1.08648,5.52019,-28.36454,7.12886,2.16406,2.17954,0.1688,81.435,-6.616721,-0.788204,0.428791,,,,,,,,,,,,-1.45819,4.39453,-0.98579,50,5.68914,2.57244,-130.24334,-4.15633,-2.47528,30.35865,-24.7143,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c46e33f0-0c8e-11ee-86e8-e178d624069f,87.90408,,,8.4069,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,43:01.0,2023-06-16T17:43:00.9630182-04:00,2023-06-16T21:43:00.9630182Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,7632e4b3-a155-4e41-be05-949ea2031c0b,54.97493,-131.39784,15.17933,5.82933,-3.21648,-12.35715,-1.0854,2.66657,-1.23764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
118,6/16/23,43:24.1,5,2,"Simmons, Dylan",687535,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,4,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.47217,-2.958473,-2.203211,1494.387488,251.897403,02:30,5.62623,1.03398,5.80058,-33.19766,8.26292,20.14741,0.10375,0.66282,74.80766,-9.125515,1.413524,0.463435,,,,,,,,,,,,-11.21894,5.73457,-0.86565,50,5.36333,3.85059,-120.74193,-7.30432,-16.06061,30.13495,-23.96467,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d23f30b0-0c8e-11ee-86e8-e178d624069f,81.33269,,,8.66451,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,43:24.1,2023-06-16T17:43:24.1265638-04:00,2023-06-16T21:43:24.1265638Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,90ef58f5-9334-4493-b75c-f53373407d48,54.69608,-121.90835,15.06748,5.62811,-6.37674,-11.98234,-1.02672,4.47224,-8.03031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
119,6/16/23,43:40.8,5,3,"Simmons, Dylan",687535,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,4,Top,1,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.7629,-3.035366,-2.185992,1718.714522,257.295568,02:30,5.67973,1.00975,5.66234,-34.06234,6.22835,20.60785,0.00614,0.68772,76.23627,-9.321616,1.504743,0.45685,,,,,,,,,,,,-11.3706,4.64445,-0.83867,50,5.40139,3.84306,-122.61877,-7.65083,-16.84937,30.27711,-25.29169,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,dc295650-0c8e-11ee-86e8-e178d624069f,82.50503,,,8.52663,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,43:40.8,2023-06-16T17:43:40.7977958-04:00,2023-06-16T21:43:40.7977958Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,91391e92-2a7b-45bd-bf5c-a4c15cee0711,54.83492,-123.80685,15.13856,5.68214,-6.65838,-12.64585,-1.00245,4.50424,-8.42469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
120,6/16/23,43:58.6,5,4,"Simmons, Dylan",687535,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,4,Top,1,2,1,Cutter,Cutter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,90.09301,-0.991639,-2.292072,2323.564738,186.106186,12:15,5.73594,1.08704,5.22845,-26.67297,9.16906,0.84232,2.58017,-0.99854,81.28663,-5.921352,-2.142856,0.430891,,,,,,,,,,,,-1.15583,5.27264,-0.87649,50,5.62505,5.18084,-130.4237,-3.25815,-1.96152,31.20926,-23.22613,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e6c566d0-0c8e-11ee-86e8-e178d624069f,87.47552,,,8.80638,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,43:58.6,2023-06-16T17:43:58.6233830-04:00,2023-06-16T21:43:58.6233830Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,202e51f7-5872-4104-9689-9a63aebccaaf,55.26566,-131.6777,15.60463,5.73721,-2.32492,-11.61306,-1.08624,5.25966,-0.98076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
121,6/16/23,44:15.9,5,5,"Simmons, Dylan",687535,Right,YAR_RED,"Erato, Eric",1000076621,Left,HAR_MAR,Undefined,4,Top,1,2,2,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,93.92707,-1.742496,-1.595648,2073.645096,217.163376,01:15,6.00775,0.55211,5.41199,-15.18316,18.06308,12.6504,3.10893,0.11107,83.26833,-4.673414,0.654246,0.414995,93.80851,3.497384,1.185972,1360.338018,,,,77.29045,77.29045,-0.432965,0.59269,-6.94748,10.09812,-0.41943,50,5.84297,3.17347,-135.81365,-4.60225,-12.57205,38.37474,-13.90064,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,f1137e60-0c8e-11ee-86e8-e178d624069f,90.82628,3.77479,,10.65874,,,,1.94855,3.04774,-0.06001,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,44:15.9,2023-06-16T17:44:15.8900710-04:00,2023-06-16T21:44:15.8900710Z,GroundBall,v3,,,,"King, Will",1000098174,Right,YAR_RED,52c46468-8fc8-4f07-9c67-06e6b55e70c2,55.08085,-137.24176,19.18737,6.00461,-4.08494,-6.95032,-0.54624,3.64134,-6.28603,42.405186,1.96642,136.89444,-16.59924,,,,,,,3.07591,7.75191,-21.91045,,,,,,,-0.0453,2.50622,-5.80108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
